post_id,platform,topic,text_length,likes,shares,comments,hashtags,mentions,sentiment,engagement_rate,verified_account,sample_text
POST00941,Facebook,Education,77,7,67,6,8,4,Positive,0.7151536118012258,False,This is excellent amazing best content about sports
POST00942,TikTok,Entertainment,40,49,22,28,1,0,Positive,0.16077915035007684,False,This is best wonderful amazing content about politics
POST00943,TikTok,Entertainment,152,243,8,2,8,3,Positive,0.11508718102713378,False,This is excellent fantastic amazing content about politics
POST00944,Facebook,Technology,194,122,32,3,3,3,Neutral,0.9321404603427628,False,This is fine regular standard content about entertainment
POST00945,Twitter,Business,211,7,30,0,8,0,Positive,0.3103494098611429,False,This is love love great content about entertainment
POST00946,TikTok,Business,239,113,17,0,4,4,Negative,0.5608259049993685,False,This is bad disappointing worst content about sports
POST00947,Instagram,Technology,66,36,6,5,9,2,Neutral,0.36225421694566706,False,This is typical standard okay content about sports
POST00948,Twitter,Politics,223,13,9,35,9,0,Positive,0.7436022912083592,False,This is best wonderful wonderful content about entertainment
POST00949,Twitter,Politics,117,90,60,1,9,1,Positive,0.4414237857830884,False,This is great love fantastic content about technology
POST00950,Twitter,Technology,251,73,11,2,9,0,Positive,0.9416348993924216,False,This is amazing wonderful love content about technology
POST00951,Instagram,Health,223,122,45,6,9,1,Neutral,0.02230123385387439,False,This is normal average typical content about politics
POST00952,TikTok,Education,31,36,1,34,4,0,Neutral,0.03974166611170238,False,This is average normal typical content about entertainment
POST00953,Twitter,Technology,262,156,13,3,1,2,Neutral,0.7854298040983702,False,This is okay standard fine content about technology
POST00954,TikTok,Entertainment,102,122,17,4,9,4,Neutral,0.0649680796476182,False,This is standard okay okay content about health
POST00955,TikTok,Sports,25,471,19,8,8,2,Positive,0.4598535431964391,False,This is excellent fantastic best content about politics
POST00956,TikTok,Health,79,149,17,0,8,1,Positive,0.992897166808338,False,This is love best love content about technology
POST00957,Facebook,Education,75,66,26,3,8,0,Negative,0.12421471651194449,False,This is worst worst awful content about sports
POST00958,Facebook,Entertainment,261,32,7,5,3,1,Neutral,0.9660510338272136,False,This is average regular typical content about technology
POST00959,Facebook,Technology,143,43,6,3,2,4,Positive,0.7266676199638702,False,This is love fantastic amazing content about sports
POST00960,LinkedIn,Entertainment,68,138,24,1,0,0,Neutral,0.6342630622785291,False,This is okay standard typical content about business
POST00961,Facebook,Business,153,195,15,12,9,3,Neutral,0.6728564906046638,False,This is okay fine average content about health
POST00962,Twitter,Health,159,19,7,3,3,2,Neutral,0.3945959392930737,False,This is typical typical normal content about business
POST00963,Facebook,Entertainment,101,68,28,11,1,3,Negative,0.29110932756786,False,This is awful terrible disappointing content about technology
POST00964,Twitter,Politics,118,3,27,4,9,1,Positive,0.16931338109203742,False,This is amazing excellent best content about education
POST00965,TikTok,Education,199,27,8,16,0,3,Neutral,0.08002308567551064,False,This is average standard okay content about sports
POST00966,TikTok,Business,134,327,14,36,3,0,Negative,0.4094550470208441,True,This is terrible horrible hate content about technology
POST00967,Instagram,Entertainment,76,82,40,3,7,4,Positive,0.16624730912659902,True,This is excellent great great content about politics
POST00968,Instagram,Business,195,19,15,2,1,1,Neutral,0.7459698310560928,True,This is fine normal typical content about sports
POST00969,Twitter,Entertainment,46,89,10,7,5,2,Positive,0.8971092627802582,False,This is love fantastic excellent content about entertainment
POST00970,Facebook,Sports,181,116,1,22,6,4,Neutral,0.889312045989963,False,This is standard standard normal content about politics
POST00971,LinkedIn,Business,256,357,58,10,6,1,Positive,0.47235922359485427,False,This is great amazing wonderful content about business
POST00972,TikTok,Technology,163,3,35,0,5,4,Neutral,0.9076554181659396,False,This is fine typical okay content about politics
POST00973,LinkedIn,Technology,132,50,11,22,9,1,Positive,0.622333152255278,False,This is great love great content about education
POST00974,Instagram,Politics,119,20,5,7,1,2,Negative,0.12275813251829781,False,This is horrible worst awful content about politics
POST00975,Instagram,Technology,134,26,12,3,0,1,Negative,0.5154980262318102,False,This is hate awful disappointing content about sports
POST00976,Facebook,Technology,164,3,6,3,4,1,Neutral,0.2708191693472969,False,This is normal normal average content about business
POST00977,Instagram,Politics,210,53,9,13,1,1,Neutral,0.3029699694907393,False,This is standard typical okay content about entertainment
POST00978,Twitter,Entertainment,133,58,10,4,1,4,Positive,0.7671943564886489,False,This is love love best content about education
POST00979,Facebook,Business,200,39,7,3,3,3,Positive,0.5819562705674296,False,This is wonderful great excellent content about technology
POST00980,Facebook,Health,40,55,38,13,6,3,Positive,0.9665890040166754,False,This is wonderful fantastic fantastic content about politics
POST00981,Facebook,Health,126,325,27,0,9,3,Neutral,0.09764257489215755,True,This is standard fine standard content about entertainment
POST00982,Instagram,Entertainment,179,2,6,5,9,0,Neutral,0.35338781301487776,False,This is average standard fine content about politics
POST00983,Facebook,Technology,266,123,15,11,2,0,Neutral,0.4856412228329692,False,This is okay average normal content about health
POST00984,Twitter,Business,114,124,16,7,1,1,Neutral,0.6456413816574694,False,This is okay average fine content about health
POST00985,Twitter,Health,98,155,34,31,3,4,Neutral,0.7394627589865883,False,This is regular average typical content about politics
POST00986,LinkedIn,Business,231,9,17,9,7,1,Positive,0.7633388128785735,False,This is amazing wonderful best content about technology
POST00987,Twitter,Sports,218,326,20,5,1,4,Positive,0.34245842550684147,False,This is fantastic excellent love content about education
POST00988,LinkedIn,Politics,137,375,3,13,2,0,Neutral,0.31069393078059304,False,This is normal okay okay content about health
POST00989,LinkedIn,Education,175,215,8,6,1,2,Neutral,0.5415807105504581,True,This is average okay regular content about entertainment
POST00990,Instagram,Sports,32,51,1,0,1,0,Positive,0.587497286583077,False,This is excellent great fantastic content about education
POST00991,LinkedIn,Sports,273,95,4,21,0,1,Neutral,0.9938760587363443,True,This is average fine average content about health
POST00992,Facebook,Politics,166,229,19,5,4,4,Positive,0.13083914619013237,True,This is great wonderful amazing content about entertainment
POST00993,Instagram,Education,121,16,49,15,0,2,Neutral,0.8464498532285959,True,This is regular regular normal content about technology
POST00994,Twitter,Health,243,141,34,2,9,2,Positive,0.02090764073349194,False,This is fantastic excellent wonderful content about business
POST00995,TikTok,Politics,61,173,57,8,6,0,Positive,0.34584976779466026,False,This is wonderful great fantastic content about entertainment
POST00996,LinkedIn,Business,228,115,99,1,2,2,Neutral,0.9342681905956701,True,This is regular fine normal content about sports
POST00997,Facebook,Health,183,59,1,4,5,4,Positive,0.02968055407042247,False,This is excellent amazing amazing content about health
POST00998,LinkedIn,Entertainment,266,39,37,29,4,2,Positive,0.7296548236497153,True,This is best amazing wonderful content about education
POST00999,TikTok,Politics,249,73,4,13,1,4,Positive,0.029451130727979447,False,This is love amazing fantastic content about sports
POST01000,Twitter,Politics,150,38,13,5,7,1,Neutral,0.6495625142913776,True,This is standard okay average content about technology
POST01001,Instagram,Technology,87,43,7,11,3,1,Positive,0.3868201710902317,False,This is wonderful fantastic fantastic content about education
POST01002,Instagram,Technology,186,82,5,2,7,3,Positive,0.13918470243881353,False,This is love fantastic wonderful content about education
POST01003,TikTok,Sports,214,2,4,19,7,2,Negative,0.49352239630976447,False,This is worst disappointing worst content about health
POST01004,Twitter,Entertainment,171,22,23,15,3,3,Positive,0.6682204554183463,False,This is amazing excellent fantastic content about politics
POST01005,Facebook,Health,99,146,6,40,6,2,Positive,0.4313405854835147,False,This is excellent fantastic best content about sports
POST01006,Instagram,Sports,120,115,26,4,0,0,Positive,0.11154381930626323,False,This is love best great content about technology
POST01007,LinkedIn,Sports,183,179,18,4,3,4,Positive,0.5233363856088318,False,This is excellent great amazing content about technology
POST01008,TikTok,Politics,262,95,77,20,1,2,Neutral,0.7022890890017014,False,This is typical typical okay content about health
POST01009,TikTok,Business,91,239,1,7,4,3,Neutral,0.037917310036122975,False,This is normal standard standard content about sports
POST01010,TikTok,Education,153,58,75,0,7,3,Negative,0.30606742747356463,False,This is disappointing worst worst content about health
POST01011,Twitter,Sports,95,34,68,3,0,1,Neutral,0.595591950053631,True,This is regular normal typical content about education
POST01012,Instagram,Technology,136,57,13,1,6,4,Positive,0.2627022806330036,False,This is excellent fantastic excellent content about education
POST01013,Instagram,Technology,164,389,17,1,4,2,Negative,0.27192750724539805,False,This is disappointing hate awful content about business
POST01014,Twitter,Health,219,139,32,16,4,4,Positive,0.9855570287756723,False,This is fantastic best great content about health
POST01015,TikTok,Health,72,9,16,4,3,1,Neutral,0.4108963393389491,False,This is typical okay typical content about business
POST01016,Instagram,Technology,148,4,3,20,6,2,Neutral,0.7352596628832149,True,This is okay average fine content about education
POST01017,Instagram,Business,141,8,41,2,1,4,Negative,0.9285600541889693,False,This is awful worst terrible content about entertainment
POST01018,TikTok,Education,93,141,13,12,8,4,Neutral,0.04638688009412828,False,This is okay fine fine content about technology
POST01019,Twitter,Education,141,1,28,3,3,3,Positive,0.5417427619083949,False,This is fantastic amazing best content about sports
POST01020,Instagram,Entertainment,200,110,29,5,0,1,Positive,0.6418381163608337,False,This is amazing great fantastic content about business
POST01021,Instagram,Politics,238,156,12,2,9,4,Positive,0.4879184754694863,False,This is best wonderful fantastic content about entertainment
POST01022,Facebook,Sports,94,152,21,4,2,2,Negative,0.388881271915286,False,This is terrible hate awful content about education
POST01023,Twitter,Health,261,49,43,27,5,2,Positive,0.6266088560545993,False,This is best excellent great content about sports
POST01024,LinkedIn,Health,123,276,15,3,4,0,Neutral,0.3779034391391064,False,This is normal fine regular content about politics
POST01025,Facebook,Education,72,149,15,1,0,0,Positive,0.7162125020669166,False,This is fantastic great amazing content about entertainment
POST01026,Facebook,Sports,99,147,13,2,9,1,Negative,0.002087463303993453,False,This is disappointing bad awful content about technology
POST01027,LinkedIn,Education,213,84,19,7,1,1,Positive,0.9376525373427045,True,This is love excellent excellent content about sports
POST01028,Instagram,Entertainment,137,64,3,13,2,1,Neutral,0.3764387573026384,False,This is typical fine regular content about politics
POST01029,Twitter,Politics,197,19,20,18,7,0,Positive,0.24894684382802978,False,This is great best excellent content about technology
POST01030,LinkedIn,Business,203,42,16,11,6,3,Neutral,0.15596252958923007,False,This is fine fine standard content about education
POST01031,Twitter,Education,118,62,31,0,1,1,Neutral,0.7357575806789249,False,This is typical normal average content about health
POST01032,LinkedIn,Education,102,40,1,14,7,0,Negative,0.9799961309669822,False,This is hate worst worst content about health
POST01033,Facebook,Health,100,82,24,28,5,2,Positive,0.4169154608700044,False,This is excellent best love content about health
POST01034,LinkedIn,Health,51,53,3,8,6,3,Positive,0.2721855156334697,False,This is excellent love amazing content about health
POST01035,LinkedIn,Sports,194,144,3,5,7,4,Positive,0.9385765318237984,False,This is excellent great excellent content about politics
POST01036,TikTok,Business,219,51,0,2,0,0,Neutral,0.3354473734501662,False,This is fine typical average content about business
POST01037,TikTok,Health,234,22,4,3,8,4,Negative,0.7517602398156746,False,This is horrible disappointing awful content about politics
POST01038,Instagram,Business,224,126,13,0,7,2,Neutral,0.0013596015773449377,True,This is okay typical regular content about politics
POST01039,Twitter,Business,81,57,34,12,7,0,Negative,0.4395915104507948,True,This is disappointing hate disappointing content about entertainment
POST01040,TikTok,Politics,31,92,12,20,3,3,Neutral,0.21090136955485594,False,This is fine standard normal content about health
POST01041,Twitter,Education,35,74,20,2,6,3,Positive,0.35197698007226397,False,This is excellent love wonderful content about technology
POST01042,TikTok,Health,47,263,4,8,6,1,Neutral,0.021407983233054706,True,This is standard average average content about business
POST01043,Twitter,Technology,279,152,4,5,2,4,Neutral,0.057632917303613196,False,This is average normal average content about technology
POST01044,Instagram,Technology,153,115,17,3,8,4,Neutral,0.5817603506769942,False,This is regular typical regular content about entertainment
POST01045,Facebook,Politics,211,23,8,7,0,4,Neutral,0.6139949851620389,False,This is typical regular fine content about business
POST01046,LinkedIn,Health,119,53,12,4,3,2,Positive,0.7016489914709062,False,This is fantastic fantastic best content about business
POST01047,Twitter,Education,212,39,9,8,8,4,Neutral,0.022671526017703947,True,This is okay fine standard content about entertainment
POST01048,Instagram,Education,121,18,23,14,1,1,Neutral,0.012468734158367578,False,This is fine normal average content about business
POST01049,TikTok,Health,33,143,2,3,0,3,Neutral,0.9059680074302529,False,This is typical normal standard content about politics
POST01050,Instagram,Education,53,2,12,13,5,2,Neutral,0.460990817933809,True,This is standard standard typical content about politics
POST01051,TikTok,Technology,101,99,6,12,4,3,Positive,0.11155967024982694,False,This is excellent excellent excellent content about technology
POST01052,Instagram,Entertainment,261,29,2,0,9,1,Neutral,0.043818019898677396,False,This is normal fine fine content about technology
POST01053,Facebook,Entertainment,102,11,0,3,7,1,Negative,0.42773377899906573,True,This is worst awful terrible content about business
POST01054,LinkedIn,Entertainment,111,245,23,1,6,2,Positive,0.8991441011934593,False,This is wonderful great best content about business
POST01055,LinkedIn,Business,257,15,35,0,3,3,Positive,0.7135053734001963,False,This is wonderful best amazing content about technology
POST01056,Instagram,Business,128,126,54,2,2,2,Neutral,0.8278582227209189,False,This is regular standard standard content about politics
POST01057,Instagram,Health,227,125,20,7,1,4,Positive,0.5043995401015606,True,This is amazing great amazing content about politics
POST01058,TikTok,Sports,56,37,18,1,1,2,Neutral,0.7225928225975821,False,This is normal typical standard content about health
POST01059,Facebook,Education,197,132,35,4,1,0,Negative,0.25806522797171216,False,This is worst bad terrible content about politics
POST01060,TikTok,Entertainment,136,153,17,7,6,0,Positive,0.7082061616797845,False,This is great best love content about sports
POST01061,Facebook,Technology,198,13,0,19,4,2,Positive,0.8400058129024282,False,This is love love wonderful content about business
POST01062,Instagram,Entertainment,124,301,3,3,9,4,Positive,0.6642289652815805,False,This is fantastic excellent great content about politics
POST01063,Facebook,Business,178,22,39,0,4,0,Negative,0.5308286285344254,False,This is terrible horrible horrible content about health
POST01064,TikTok,Technology,158,11,51,15,8,3,Positive,0.20646303714187186,True,This is fantastic excellent best content about entertainment
POST01065,Twitter,Politics,147,61,41,3,7,1,Positive,0.17338834052760843,True,This is love best fantastic content about health
POST01066,TikTok,Business,200,71,17,3,4,3,Neutral,0.31155507943298233,False,This is fine fine okay content about education
POST01067,Facebook,Sports,136,0,21,5,7,0,Negative,0.09996408187008798,False,This is bad terrible awful content about health
POST01068,Twitter,Technology,171,58,18,7,4,2,Neutral,0.5971312811027764,False,This is typical average typical content about education
POST01069,Twitter,Health,96,26,4,0,3,3,Neutral,0.378967567483785,True,This is standard fine normal content about entertainment
POST01070,Instagram,Education,62,52,29,14,3,2,Positive,0.4680555431335788,False,This is love love amazing content about business
POST01071,Facebook,Entertainment,175,40,26,16,5,3,Positive,0.8129558415787271,False,This is great love love content about education
POST01072,Facebook,Business,205,277,47,21,0,1,Negative,0.7378223628802225,False,This is terrible horrible disappointing content about entertainment
POST01073,Twitter,Business,113,46,7,10,2,2,Negative,0.6324253604650485,False,This is worst bad disappointing content about sports
POST01074,LinkedIn,Business,101,16,0,4,9,1,Neutral,0.6610473252613989,True,This is okay okay average content about sports
POST01075,Instagram,Politics,277,89,14,6,0,1,Positive,0.06799645623429729,False,This is amazing great love content about technology
POST01076,Instagram,Technology,182,19,11,3,8,3,Neutral,0.9322926478944156,False,This is normal normal average content about entertainment
POST01077,Facebook,Education,273,144,2,5,5,4,Neutral,0.8829416361039941,False,This is normal average average content about politics
POST01078,TikTok,Entertainment,61,164,43,6,4,2,Neutral,0.46380269313447153,False,This is average fine fine content about education
POST01079,TikTok,Politics,153,11,1,20,2,1,Neutral,0.8748071524507555,False,This is typical regular regular content about health
POST01080,LinkedIn,Education,118,39,34,23,1,0,Positive,0.35831786483361827,True,This is excellent amazing fantastic content about sports
POST01081,Instagram,Sports,65,26,2,2,9,2,Neutral,0.7711225921739288,False,This is okay average standard content about politics
POST01082,Facebook,Sports,273,20,2,0,5,2,Positive,0.7391651185397065,False,This is fantastic fantastic fantastic content about politics
POST01083,Facebook,Sports,172,8,26,10,2,2,Neutral,0.7041173409126863,False,This is fine okay normal content about health
POST01084,Facebook,Education,261,23,2,9,0,0,Neutral,0.4802055604108635,False,This is average regular standard content about health
POST01085,Instagram,Health,138,30,1,2,6,0,Negative,0.9484992691773949,False,This is horrible bad disappointing content about technology
POST01086,Facebook,Technology,216,106,27,1,5,3,Neutral,0.6084660567770432,False,This is okay okay typical content about health
POST01087,TikTok,Sports,191,0,11,6,3,0,Positive,0.43347370995304224,False,This is excellent fantastic love content about technology
POST01088,Facebook,Entertainment,258,148,15,1,6,1,Neutral,0.2773509991069286,False,This is typical standard regular content about entertainment
POST01089,TikTok,Entertainment,266,26,1,0,4,3,Negative,0.851548212192969,False,This is hate horrible bad content about business
POST01090,Instagram,Technology,230,77,13,13,7,2,Positive,0.4500434131205353,False,This is wonderful love amazing content about technology
POST01091,TikTok,Health,142,50,7,16,6,3,Neutral,0.7517820701764818,False,This is regular typical regular content about politics
POST01092,Twitter,Health,182,63,2,14,0,0,Positive,0.7209195650234628,False,This is best great wonderful content about business
POST01093,LinkedIn,Health,186,7,37,11,4,0,Neutral,0.5615339899738062,False,This is average typical okay content about education
POST01094,TikTok,Business,228,120,9,25,0,4,Negative,0.3080111060872692,False,This is bad worst worst content about politics
POST01095,Facebook,Business,92,155,14,84,8,4,Negative,0.9524099763612682,False,This is bad worst disappointing content about sports
POST01096,Twitter,Technology,73,320,1,0,5,1,Positive,0.1089910016020964,False,This is wonderful love best content about entertainment
POST01097,TikTok,Sports,200,68,29,10,3,1,Positive,0.15386690916993917,False,This is best fantastic amazing content about health
POST01098,LinkedIn,Technology,265,14,0,0,6,2,Neutral,0.7677616090063032,False,This is fine fine average content about technology
POST01099,TikTok,Politics,211,46,9,7,7,3,Neutral,0.3005691790594255,False,This is average normal average content about technology
POST01100,LinkedIn,Entertainment,110,37,15,5,1,1,Neutral,0.4882177605360354,False,This is average typical fine content about health
POST01101,TikTok,Sports,178,23,15,2,6,0,Neutral,0.32784000830456306,False,This is average average standard content about sports
POST01102,TikTok,Technology,39,9,21,1,1,4,Positive,0.5508274867381565,True,This is excellent love excellent content about entertainment
POST01103,TikTok,Education,211,266,16,13,2,4,Negative,0.8263080837018254,False,This is bad awful horrible content about entertainment
POST01104,LinkedIn,Education,84,1,43,6,4,3,Positive,0.37192876022035526,False,This is excellent love fantastic content about education
POST01105,LinkedIn,Politics,172,7,0,1,9,0,Negative,0.3935609672157828,True,This is awful terrible bad content about education
POST01106,TikTok,Health,46,106,38,7,3,0,Positive,0.031162485054952782,False,This is best best love content about politics
POST01107,TikTok,Sports,275,73,15,13,7,0,Positive,0.39939169904329974,False,This is fantastic amazing fantastic content about education
POST01108,Facebook,Technology,168,212,7,0,3,2,Neutral,0.7105128720493064,False,This is typical standard average content about technology
POST01109,TikTok,Technology,49,350,1,8,0,4,Neutral,0.06358558965554417,False,This is standard regular standard content about health
POST01110,TikTok,Business,238,12,7,4,0,2,Neutral,0.37212596981886326,False,This is fine standard average content about sports
POST01111,Facebook,Sports,262,216,8,8,1,3,Positive,0.3520946684638977,True,This is great amazing fantastic content about politics
POST01112,Facebook,Health,92,33,45,3,5,3,Positive,0.12808083346046417,False,This is best best amazing content about education
POST01113,Instagram,Education,181,21,32,5,9,0,Positive,0.0737402826878839,False,This is excellent amazing excellent content about politics
POST01114,LinkedIn,Entertainment,196,38,26,2,0,0,Positive,0.6655285469804098,False,This is amazing best excellent content about entertainment
POST01115,Twitter,Politics,203,177,3,22,3,2,Neutral,0.011068836113616087,False,This is okay okay typical content about politics
POST01116,LinkedIn,Sports,105,48,9,0,0,1,Neutral,0.5517658903055611,False,This is okay okay okay content about health
POST01117,Facebook,Education,126,53,21,3,2,3,Positive,0.3128468870270201,False,This is love excellent great content about sports
POST01118,Instagram,Sports,239,202,101,1,5,3,Neutral,0.14862033901536464,False,This is okay normal average content about education
POST01119,Instagram,Business,74,163,28,4,8,0,Neutral,0.35210381345062336,False,This is normal okay normal content about business
POST01120,TikTok,Technology,129,415,2,1,5,2,Positive,0.7750834274057391,False,This is best best amazing content about education
POST01121,Facebook,Sports,70,7,19,26,7,2,Neutral,0.7720759235848647,False,This is regular standard fine content about politics
POST01122,Instagram,Sports,181,7,28,1,1,4,Positive,0.04641446846712116,False,This is love excellent best content about business
POST01123,LinkedIn,Entertainment,214,92,5,0,8,0,Negative,0.9700053069583383,False,This is awful hate disappointing content about sports
POST01124,Twitter,Technology,250,173,9,1,4,4,Negative,0.20886376769186799,False,This is bad terrible awful content about sports
POST01125,LinkedIn,Health,274,210,27,6,2,4,Neutral,0.22305078285327995,True,This is regular typical typical content about politics
POST01126,TikTok,Education,268,25,1,13,7,4,Positive,0.6974427988853413,False,This is excellent best amazing content about health
POST01127,LinkedIn,Entertainment,175,11,20,8,5,0,Negative,0.8187747800941919,False,This is awful hate horrible content about politics
POST01128,LinkedIn,Technology,219,215,17,7,0,2,Positive,0.701955916932246,False,This is fantastic fantastic love content about health
POST01129,Twitter,Entertainment,53,30,11,1,0,4,Positive,0.9769242271698645,True,This is fantastic great love content about health
POST01130,Twitter,Business,253,22,1,68,9,2,Positive,0.13508189041872698,False,This is fantastic best wonderful content about politics
POST01131,LinkedIn,Business,111,28,6,1,7,2,Positive,0.23342943361505453,False,This is excellent love amazing content about sports
POST01132,TikTok,Business,249,75,59,28,6,0,Positive,0.4791884350638205,True,This is fantastic best wonderful content about sports
POST01133,LinkedIn,Health,273,96,48,28,8,4,Neutral,0.6706546006045446,False,This is typical okay average content about technology
POST01134,LinkedIn,Business,262,24,12,1,9,3,Positive,0.29862829201109076,False,This is excellent love excellent content about entertainment
POST01135,Facebook,Sports,132,217,3,2,9,2,Positive,0.12884037464893705,False,This is wonderful love best content about entertainment
POST01136,Instagram,Sports,37,11,35,5,4,1,Neutral,0.027064253015585793,False,This is fine average normal content about business
POST01137,Instagram,Technology,131,14,28,21,0,0,Positive,0.6770249851289413,False,This is love great wonderful content about education
POST01138,LinkedIn,Business,235,185,37,17,2,2,Positive,0.7932277123824378,False,This is love excellent best content about education
POST01139,TikTok,Sports,104,9,12,22,3,1,Positive,0.037016784316499796,False,This is wonderful excellent love content about sports
POST01140,TikTok,Politics,193,9,68,6,9,3,Positive,0.7263538947419186,False,This is best great great content about business
POST01141,Twitter,Technology,27,427,4,3,7,4,Positive,0.7608896575499575,False,This is fantastic fantastic fantastic content about technology
POST01142,Facebook,Technology,198,95,1,0,0,1,Neutral,0.9112070728701088,False,This is standard okay regular content about sports
POST01143,TikTok,Technology,255,146,57,19,2,4,Positive,0.9703753931134889,False,This is love fantastic love content about sports
POST01144,TikTok,Politics,140,139,6,19,3,0,Positive,0.17162690102307454,False,This is amazing wonderful wonderful content about politics
POST01145,LinkedIn,Entertainment,24,97,33,20,2,4,Neutral,0.37676495632631934,False,This is regular regular standard content about entertainment
POST01146,Twitter,Politics,34,53,24,21,8,2,Positive,0.6532526710066741,False,This is great great excellent content about entertainment
POST01147,TikTok,Business,74,60,20,9,3,4,Positive,0.7381627694708431,False,This is best excellent excellent content about technology
POST01148,Facebook,Technology,204,9,2,1,3,2,Negative,0.19549350243804398,False,This is awful worst disappointing content about sports
POST01149,Twitter,Business,86,17,29,6,7,4,Positive,0.5209908567346782,False,This is best love best content about health
POST01150,Instagram,Business,244,310,14,0,5,1,Negative,0.7342353046415022,False,This is disappointing bad terrible content about education
POST01151,Facebook,Business,181,12,7,8,0,3,Neutral,0.06746047109524833,False,This is regular normal normal content about business
POST01152,Instagram,Technology,269,152,3,1,4,2,Neutral,0.7010925634998226,False,This is regular average average content about business
POST01153,Facebook,Politics,148,117,71,19,4,1,Neutral,0.39977308762185115,False,This is standard average okay content about health
POST01154,Instagram,Health,199,105,6,2,2,3,Neutral,0.15837426009008848,False,This is okay normal fine content about politics
POST01155,Twitter,Politics,252,96,0,18,9,0,Positive,0.15149008830863797,False,This is fantastic excellent amazing content about health
POST01156,Facebook,Sports,224,41,27,13,3,1,Negative,0.8012817922112722,False,This is bad awful bad content about health
POST01157,TikTok,Politics,104,10,18,14,9,3,Neutral,0.9999093232741879,False,This is okay average average content about technology
POST01158,Facebook,Technology,36,163,37,1,2,1,Negative,0.6358304473992734,False,This is bad terrible terrible content about business
POST01159,Facebook,Sports,206,218,9,10,0,1,Negative,0.6229039115930949,True,This is bad terrible worst content about education
POST01160,TikTok,Technology,138,52,14,8,1,3,Neutral,0.8321727547311075,False,This is okay typical typical content about health
POST01161,Twitter,Business,67,52,45,12,0,2,Positive,0.4567860397622967,False,This is best fantastic best content about sports
POST01162,Instagram,Entertainment,108,97,40,1,2,2,Positive,0.3691288796460678,False,This is fantastic fantastic amazing content about health
POST01163,TikTok,Entertainment,174,151,13,0,8,2,Neutral,0.2818018992453125,True,This is okay typical okay content about technology
POST01164,Instagram,Technology,264,35,28,7,8,1,Negative,0.5101272643563196,True,This is worst bad horrible content about health
POST01165,Facebook,Entertainment,84,172,16,8,4,4,Positive,0.7302165920306583,False,This is excellent wonderful wonderful content about health
POST01166,Instagram,Politics,64,130,0,8,1,0,Neutral,0.47630180786132015,False,This is normal okay fine content about entertainment
POST01167,LinkedIn,Business,42,111,16,3,4,1,Neutral,0.49700408802395935,False,This is fine regular typical content about health
POST01168,LinkedIn,Entertainment,47,114,26,2,0,3,Neutral,0.19048118722756635,False,This is normal fine average content about sports
POST01169,Facebook,Education,245,53,1,17,3,2,Negative,0.10890981658415555,False,This is horrible worst terrible content about sports
POST01170,Twitter,Education,80,37,14,4,2,0,Neutral,0.8399330189886172,False,This is normal average okay content about business
POST01171,TikTok,Business,55,105,4,6,9,1,Neutral,0.36437583125370854,False,This is okay typical typical content about entertainment
POST01172,TikTok,Education,221,62,27,0,2,4,Neutral,0.9338451565546448,False,This is okay average okay content about politics
POST01173,Facebook,Education,235,125,18,12,0,3,Neutral,0.5861779952592435,True,This is standard average fine content about health
POST01174,Instagram,Business,183,79,11,4,6,0,Positive,0.49928586887011883,False,This is great love fantastic content about entertainment
POST01175,Twitter,Health,36,71,34,8,2,1,Negative,0.7631373444320002,False,This is horrible disappointing awful content about health
POST01176,Instagram,Technology,112,320,10,8,7,1,Neutral,0.02597630956411967,False,This is average fine regular content about technology
POST01177,LinkedIn,Politics,216,17,8,1,0,2,Neutral,0.47315073763638027,False,This is normal okay fine content about technology
POST01178,TikTok,Health,90,49,3,0,3,0,Positive,0.07146884164534939,False,This is best love best content about technology
POST01179,Twitter,Entertainment,213,192,2,2,8,3,Neutral,0.4510796004116565,False,This is fine regular normal content about technology
POST01180,Instagram,Technology,245,50,12,1,9,0,Neutral,0.5824747337468178,False,This is average normal average content about politics
POST01181,Facebook,Entertainment,104,3,0,18,3,1,Negative,0.058872363957495955,False,This is disappointing horrible bad content about sports
POST01182,Twitter,Politics,119,168,22,4,8,4,Positive,0.5488454653866934,True,This is love best best content about entertainment
POST01183,Facebook,Sports,107,41,12,14,0,1,Positive,0.7794738745336397,False,This is excellent wonderful wonderful content about education
POST01184,Instagram,Business,40,261,4,2,5,4,Positive,0.7484399097324488,False,This is amazing love best content about business
POST01185,Instagram,Entertainment,97,40,104,2,1,1,Neutral,0.8533710994303721,False,This is standard okay regular content about health
POST01186,Instagram,Education,83,19,21,23,9,0,Neutral,0.27888056326957467,True,This is typical standard standard content about education
POST01187,Twitter,Health,217,84,1,13,9,0,Negative,0.3210647455282475,True,This is terrible hate horrible content about entertainment
POST01188,LinkedIn,Politics,237,10,5,17,6,4,Positive,0.7585258166462653,False,This is excellent excellent amazing content about health
POST01189,LinkedIn,Education,87,43,18,0,8,4,Positive,0.07903253244068809,False,This is wonderful love amazing content about technology
POST01190,LinkedIn,Business,276,133,14,3,1,3,Negative,0.10621602047379453,False,This is horrible bad disappointing content about entertainment
POST01191,Instagram,Education,93,33,6,6,4,4,Neutral,0.6478078139018157,False,This is typical okay normal content about technology
POST01192,Twitter,Politics,173,68,6,0,6,0,Positive,0.27716180822737235,False,This is fantastic great fantastic content about business
POST01193,TikTok,Politics,28,124,34,8,4,4,Negative,0.9228871319990704,False,This is hate terrible bad content about entertainment
